0,50.425,-2.5958333,50,0,10,-3.11,0,0,90.00000001
0.01,50.425,-2.595831893,49.9689,0,9.999262488,0.7759375,0.103612427,0.101276536,90.00000001
0.02,50.425,-2.595830486,49.9378,0,9.999670951,2.7175,0.207203139,0.202464721,90.00000001
0.03,50.425,-2.595829079,49.9068,0,10.00090737,3.103125,0.31075065,0.303476321,90.00000001
0.04,50.425,-2.595827671,49.8757,0,10.0017956,3.098125,0.414233245,0.404223329,90.00000001
0.05,50.425,-2.595826264,49.8448,0,10.00179555,3.0915625,0.517629324,0.504617853,90.00000001
0.06,50.425,-2.595824856,49.8139,0,10.00090722,3.085,0.620917342,0.604572346,90.00000001
0.07,50.425,-2.595823449,49.7831,0,9.999574756,3.0778125,0.724075643,0.70399966,90.00000001
0.08,50.425,-2.595822042,49.7523,0,9.99868643,3.068125,0.82708274,0.80281305,90.00000001
0.09,50.425,-2.595820635,49.7217,0,9.998686382,3.05625,0.929917148,0.900926343,90.00000001
0.1,50.425,-2.595819228,49.6912,0,9.999574612,3.043125,1.032557323,0.998254053,90.00000001
0.11,50.425,-2.595817821,49.6608,0,10.00068491,3.028125,1.134981837,1.094711269,90.00000001
0.12,50.425,-2.595816413,49.6306,0,10.00068487,3.0115625,1.237169375,1.190213879,90.00000001
0.13,50.425,-2.595815006,49.6006,0,9.999574471,2.9953125,1.33909851,1.284678577,90.00000001
0.14,50.425,-2.595813599,49.5707,0,9.998908215,2.979375,1.440747983,1.378023028,90.00000001
0.15,50.425,-2.595812192,49.541,0,9.999574377,2.96125,1.542096597,1.470165871,90.00000001
0.16,50.425,-2.595810785,49.5114,0,10.00068468,2.94,1.643123208,1.561026664,90.00000001
0.17,50.425,-2.595809377,49.4822,0,10.00068463,2.918125,1.743806618,1.650526224,90.00000001
0.18,50.425,-2.59580797,49.4531,0,9.99957424,2.8965625,1.844125856,1.738586514,90.00000001
0.19,50.425,-2.595806563,49.4242,0,9.998907986,2.8728125,1.944059951,1.8251307,90.00000001
0.2,50.425,-2.595805156,49.3956,0,9.99957415,2.84625,2.043588106,1.910083382,90.00000001
0.21,50.425,-2.595803749,49.3673,0,10.00068445,2.8184375,2.142689464,1.993370418,90.00000001
0.22,50.425,-2.595802341,49.3392,0,10.00090648,2.79,2.241343343,2.074919214,90.00000001
0.23,50.425,-2.595800934,49.3115,0,10.00068437,2.76125,2.339529172,2.15465861,90.00000001
0.24,50.425,-2.595799527,49.284,0,10.00090639,2.731875,2.437226383,2.232519163,90.00000001
0.25,50.425,-2.595798119,49.2568,0,10.00068428,2.7009375,2.534414635,2.308432919,90.00000001
0.26,50.425,-2.595796712,49.23,0,9.99957389,2.6684375,2.63107359,2.382333703,90.00000001
0.27,50.425,-2.595795305,49.2034,0,9.99890764,2.6346875,2.727183077,2.454156999,90.00000001
0.28,50.425,-2.595793898,49.1773,0,9.999573808,2.5996875,2.822723045,2.523840298,90.00000001
0.29,50.425,-2.595792491,49.1514,0,10.00068412,2.5634375,2.917673496,2.591322752,90.00000001
0.3,50.425,-2.595791083,49.126,0,10.00068408,2.52625,3.012014664,2.656545517,90.00000001
0.31,50.425,-2.595789676,49.1009,0,9.999573689,2.4884375,3.105726781,2.719451699,90.00000001
0.32,50.425,-2.595788269,49.0762,0,9.998685371,2.4496875,3.198790368,2.779986524,90.00000001
0.33,50.425,-2.595786862,49.0519,0,9.998685334,2.4096875,3.291185828,2.838097164,90.00000001
0.34,50.425,-2.595785455,49.028,0,9.999573575,2.3684375,3.382894026,2.89373297,90.00000001
0.35,50.425,-2.595784048,49.0045,0,10.00068389,2.32625,3.473895767,2.946845355,90.00000001
0.36,50.425,-2.59578264,48.9815,0,10.00068385,2.283125,3.564172028,2.997388025,90.00000001
0.37,50.425,-2.595781233,48.9588,0,9.999573467,2.2384375,3.653703903,3.045316976,90.00000001
0.38,50.425,-2.595779826,48.9367,0,9.998907223,2.1928125,3.74247277,3.090590325,90.00000001
0.39,50.425,-2.595778419,48.915,0,9.999573398,2.146875,3.830460122,3.133168652,90.00000001
0.4,50.425,-2.595777012,48.8937,0,10.00090578,2.0996875,3.917647454,3.17301483,90.00000001
0.41,50.425,-2.595775604,48.873,0,10.00179403,2.0515625,4.004016659,3.21009408,90.00000001
0.42,50.425,-2.595774197,48.8527,0,10.001794,2.0034375,4.089549689,3.244374031,90.00000001
0.43,50.425,-2.595772789,48.8329,0,10.00090569,1.954375,4.174228669,3.275824887,90.00000001
0.44,50.425,-2.595771382,48.8136,0,9.99957324,1.9034375,4.25803595,3.304419205,90.00000001
0.45,50.425,-2.595769975,48.7948,0,9.998684932,1.85125,4.340953944,3.330131947,90.00000001
0.46,50.425,-2.595768568,48.7766,0,9.998684904,1.7984375,4.422965404,3.352940824,90.00000001
0.47,50.425,-2.595767161,48.7588,0,9.999573154,1.745,4.504053199,3.37282584,90.00000001
